Title,Topic,Post type,URL
RLadies-Brasil • Lista de meetups online de diferentes capítulos da R-Ladies no Brasil.,visualisation,package,https://github.com/R-Ladies-Sao-Paulo/RLadies-Brasil
5 steps to change GitHub default branch from master to main | Steven M. Mortimer,publishing,article,https://stevenmortimer.com/5-steps-to-change-github-default-branch-from-master-to-main/
"BioC 2020 | Where Software and Biology Connect. July 27 - 31, Boston, USA.",big-data,article,https://bioc2020.bioconductor.org/workshops
CRANberries,visualisation,article,https://dirk.eddelbuettel.com/cranberries/
Chapter 5 Geometry operations | Geocomputation with R,spatial,article,https://geocompr.robinlovelace.net/geometric-operations.html
"Automatic generation and dispatch of media to customers, blocking points and forwarding solutions",visualisation,article,https://mvaugoyeau.netlify.app/post/presentation-off-women-international-day/
fabricerin • Create Easily Canvas in Shiny and RMarkdown Documents,visualisation,package,https://github.com/feddelegrand7/fabricerin
Introducing Tidygeocoder 1.0.0 | Jesse Cambon,visualisation,article,https://jessecambon.github.io/2020/07/15/tidygeocoder-1-0-0.html
TTR • Technical analysis and other functions to construct technical trading rules with R,visualisation,package,https://github.com/joshuaulrich/TTR
Estimating the risks of partying during a pandemic | Fabian Dablander,statistics,article,https://fabiandablander.com/r/Corona-Party.html
Use RMarkdown to generate PDF Conference Posters via HTML or LaTeX,publishing,article,https://pythonawesome.com/use-rmarkdown-to-generate-pdf-conference-posters-via-html-or-latex/
Survival analysis 1: a gentle introduction into Kaplan-Meier Curves | Dr. Yury Zablotski,visualisation,article,https://yury-zablotski.netlify.app/post/survival/
cheatsheets • RStudio Cheat Sheets,visualisation,package,https://github.com/rstudio/cheatsheets
"fitFileR • R package for reading data from FIT files using only native R code, rather than relying on external libraries.",visualisation,package,https://github.com/grimbough/fitFileR
The difference between yellow-green & green-yellow | Ryan Timpe,visualisation,article,http://www.ryantimpe.com/post/yellowgreen/
Language engines - Use other languages in knitr - Yihui Xie | 谢益辉,publishing,article,https://yihui.org/knitr/demo/engines/
Home | A calade website,publishing,article,https://djnavarro.net/hugo-calade/
Announcing Glosario,publishing,article,https://carpentries.org/blog/2020/07/announcing-glosario/
"Drawing beautiful maps programmatically with R, sf and ggplot2 — Part 2: Layers",visualisation,article,https://www.r-spatial.org/r/2018/10/25/ggplot2-sf-2.html
Working with Arrow Datasets and dplyr • Arrow R Package,publishing,article,https://arrow.apache.org/docs/r/articles/dataset.html
A complete tutorial to the fairness R package,spatial,article,https://cran.r-project.org/web/packages/fairness/vignettes/fairness.html
"New version of pqR, with automatic differentiation and arithmetic on lists | Radford Neal's blog",scraping,article,https://radfordneal.wordpress.com/2020/07/25/new-version-of-pqr-with-automatic-differentiation-and-arithmetic-on-lists/
A beginner's guide to Shiny modules | Emily Riederer,shiny,article,https://emilyriederer.netlify.app/post/shiny-modules/
Quantifying uncertainty around the short MLB season,visualisation,article,https://jtcies.com/2020/07/quantifying-uncertainty-around-the-short-mlb-season/
linne • 🌊 Write CSS in R,visualisation,package,https://github.com/JohnCoene/linne
"beepr, pacman, tictoc: My favorite lesser known R packages - OT Stats",visualisation,article,https://otstats.github.io/r/lesser-known-packages/
Will walk for food: exploring Singapore's hawker food density | Dmitry Shkolnik,visualisation,article,https://www.dshkol.com/post/will-walk-for-food-exploring-singapore-hawker-centre-density/
generativeart • Create Generative Art with R,visualisation,package,https://github.com/cutterkom/generativeart
Geospatial Health Data: Modeling and Visualization with R-INLA and Shiny,spatial,article,https://www.paulamoraga.com/book-geospatial/
sarcasm • generate sArCaStic text in R and python,visualisation,package,https://github.com/awong234/sarcasm
Baby sleep: the first six months,visualisation,article,https://www.kaylinpavlik.com/baby-sleep/
Tools for St. Louis Crime Data • compstatr,spatial,article,https://slu-opengis.github.io/compstatr/index.html
shinycssloaders • ⌛ Add loading animations to a Shiny output while it's recalculating,shiny,package,https://github.com/daattali/shinycssloaders
Man with the Broom,visualisation,article,http://adfi.gitlab.io/2020/07/25/a-random-rstats-year-overview/
"How I make the ""Making of"" videos :: Georgios Karamanis — photography and data visualization",visualisation,article,https://karaman.is/blog/2020/07/making-of/
evaluating vector space models with word analogies · Jason Timm,visualisation,article,https://www.jtimm.net/2020/07/26/evaluating-vector-space-models-with-word-analogies/
Working with Census microdata • tidycensus,statistics,article,https://walker-data.com/tidycensus/articles/pums-data.html
R Tutorial: Better Blog Post Analysis with googleAnalyticsR,visualisation,article,https://www.dataquest.io/blog/tutorial-blog-post-analysis-with-r-googleanalyticsr/
Data Science with R: A Resource Compendium,visualisation,article,https://bookdown.org/martin_monkman/DataScienceResources_book/
Examples • reactable,visualisation,article,https://glin.github.io/reactable/articles/examples.html
Coxcomb charts for monthly river discharge - MUSCLES OF QUARTZ,visualisation,article,https://www.musclesofquartz.com/post/coxcomb-charts-for-monthly-river-discharge/
Quantitative Analysis of Political Text | Methods Bites,text-analysis,article,https://www.mzes.uni-mannheim.de/socialsciencedatalab/article/quantitative-analysis-of-political-text/
Acceso a la base de datos de OpenStreetMaps desde R | Dominic Royé,spatial,article,https://dominicroye.github.io/es/2018/acceso-a-la-base-de-datos-de-openstreetmaps-desde-r/
21-recipes • 📕 An R/rtweet edition of Matthew A. Russell's Python Twitter Recipes Book,visualisation,package,https://github.com/hrbrmstr/21-recipes
"rstan • RStan, the R interface to Stan",visualisation,package,https://github.com/stan-dev/rstan
makeovermonday_wipower • Women in Power • gender inequality in the context of political appointments and parliamentary representation,visualisation,package,https://github.com/lhopkins78/makeovermonday_wipower
4 Tips to Make Your Shiny Dashboard Faster | RStudio Blog,shiny,article,https://blog.rstudio.com/2020/07/21/4-tips-to-make-your-shiny-dashboard-faster/
AfricaCountryBins • Create bined heatmaps of the countries in Africa,visualisation,package,https://github.com/delabj/AfricaCountryBins
disk.frame-tutorial-rladies-2020 • GitHub • xiaodaigh/disk.frame-tutorial-rladies-2020,visualisation,package,https://github.com/xiaodaigh/disk.frame-tutorial-rladies-2020
rcanvas • R Client for Canvas LMS API,visualisation,package,https://github.com/daranzolin/rcanvas
moDel Agnostic Language for Exploration and eXplanation • DALEX,models,article,https://modeloriented.github.io/DALEX/
Tutorial: Loading and Cleaning Data with R and the tidyverse,visualisation,article,https://www.dataquest.io/blog/load-clean-data-r-tidyverse/
The Mockup Blog: Meta RMarkdown - Taxonomy and Use cases,publishing,article,https://themockup.blog/posts/2020-07-25-meta-rmarkdown/
flatxml • Tools for working with XML files as R dataframes,scraping,package,https://github.com/jsugarelli/flatxml
R plugin support | PyCharm,visualisation,article,https://www.jetbrains.com/help/pycharm/r-plugin-support.html
data.table vs. dplyr und dtplyr: Benchmarks | Statistik Dresden,visualisation,article,https://statistik-dresden.de/archives/16275
VisitContactTrace | VisitContactTrace,shiny,article,https://vnsny-bia.github.io/VisitContactTrace/
lmtp • Non-parametric Causal Effects of Feasible Interventions Based on Modified Treatment Policies,visualisation,package,https://github.com/nt-williams/lmtp
How to Evaluate R Packages,visualisation,article,https://rfortherestofus.com/2020/07/how-to-evaluate-r-packages/
RStudio Education,visualisation,article,https://education.rstudio.com/blog/2020/07/palmerpenguins-cran/?utm_content=buffer541ef&utm_medium=social&utm_source=twitter&utm_campaign=buffer
Get notify when an R script finishes on Telegram.,visualisation,article,https://blog.datascienceheroes.com/get-notify-when-an-r-script-finishes-on-telegram/
fakir • Create Fake Data in R for tutorials,visualisation,package,https://github.com/ThinkR-open/fakir
pushoverr • Send push notifications in R using Pushover,visualisation,package,https://github.com/briandconnelly/pushoverr
R Script Visual in Power BI,visualisation,article,https://itsalljustelectrons.blogspot.com/2019/05/R-Script-Visual-in-Power-BI.html
Prepare reproducible posters using R Markdown • postr,publishing,article,https://odeleongt.github.io/postr/
SVD: One Matrix Decomposition to Rule Them All - Python and R Tips,publishing,article,https://cmdlinetips.com/2020/07/svd-one-matrix-decomposition-to-rule-them-all/
Access and manipulate most available democracy datasets • democracyData,publishing,article,https://xmarquez.github.io/democracyData/
Ten Years vs The Spread: Calculating publication lag times in R – quantixed,visualisation,article,https://quantixed.org/2018/06/23/ten-years-vs-the-spread-calculating-publication-lag-times-in-r/
The lidR package,spatial,article,https://jean-romain.github.io/lidRbook/
"June 2020: ""Top 40"" New CRAN Packages · R Views",visualisation,article,https://rviews.rstudio.com/2020/07/27/june-2020-top-40-new-cran-packages/
Execute R Script: Module reference - Azure Machine Learning | Microsoft Docs,big-data,article,https://docs.microsoft.com/en-us/azure/machine-learning/algorithm-module-reference/execute-r-script
Working with text in R,text-analysis,article,https://ellakaye.github.io/RLadies-Tbilisi-talk/text_in_R_Tbilisi.html
Raybonsai: Generate Procedural 3D Trees in R – Rayverse Blog,visualisation,article,https://www.tylermw.com/raybonsai-generate-procedural-3d-trees-in-r/
Chapter 2 Example workflow to set up continuous integration for packages | Github actions with R,publishing,article,https://ropenscilabs.github.io/actions_sandbox/packageci.html
Data Visualization with R | Methods Bites,visualisation,article,https://www.mzes.uni-mannheim.de/socialsciencedatalab/article/datavis/
Before I Sleep: Project as an R package: An okay idea,publishing,article,https://milesmcbain.xyz/posts/an-okay-idea/
6.1 Interactive Plots using Plotly | R for Research,visualisation,article,https://singh1985.github.io/RforResearch/6-1-interactive-plots-using-plotly.html
palmerpenguins • A great intro dataset for data exploration & visualization (alternative to iris).,visualisation,package,https://github.com/allisonhorst/palmerpenguins
How to write your own R package and publish it on CRAN | Methods Bites,publishing,article,https://www.mzes.uni-mannheim.de/socialsciencedatalab/article/r-package/
"Pin, Discover and Share Resources • pins",publishing,article,https://pins.rstudio.com/
xaringanExtra • A playground of enhancements and extensions for xaringan slides.,publishing,package,https://github.com/gadenbuie/xaringanExtra
A Tidy Analysis of Astronauts and Their Missions,visualisation,article,https://www.philosophicalhacker.com/datascience/a-tidy-analysis-of-astronauts-and-their-missions
Tidy analysis of cocktails - Part II - Exploratory k-means clustering,visualisation,article,https://www.martincadek.com/posts/tidy-analysis-cocktails-part-ii/
debugging • Talk about general debugging strategies. How to be less confused and frustrated.,visualisation,package,https://github.com/jennybc/debugging
#1 Data wrangling in ecology with `tidyverse` | Diego Trindade,visualisation,article,https://diegopftrindade.netlify.app/post/data-wrangling-in-ecology/
azureml-sdk-for-r • Azure Machine Learning SDK for R,big-data,package,https://github.com/Azure/azureml-sdk-for-r
Introducing 'displease' - a package for non-linear numeric inteprolation - coolbutuseless,publishing,article,https://coolbutuseless.github.io/2020/07/14/introducing-displease-a-package-for-non-linear-numeric-inteprolation/
erum2020program • e-Rum2020 program and materials,visualisation,package,https://github.com/Milano-R/erum2020program
Methods for Correlation Analysis • correlation,statistics,article,https://easystats.github.io/correlation/
Introducing the {metameta} R package,visualisation,article,https://www.dsquintana.blog/metameta-r-package-meta-analysis/
Your Slides are So Extra!,publishing,article,https://slides.garrickadenbuie.com/extra-special-xaringan/
Plotting with ggplot for Python - Introduction to Python Workshop,visualisation,article,https://monashdatafluency.github.io/python-workshop-base/modules/plotting_with_ggplot/
Estimating Covid-19 reproduction number with delays and right-truncation,statistics,article,http://freerangestats.info/blog/2020/07/18/victoria-r-convolution
reactrend • react-trend for R based on reactR,visualisation,package,https://github.com/JohnCoene/reactrend
rOpenSci | Maintaining an R Package - Community Call Summary,text-analysis,article,https://ropensci.org/blog/2020/07/14/commcall-maintaining-pkg/
covid-19-excess-deaths-tracker • Source code and data for The Economist's covid-19 excess deaths tracker,visualisation,package,https://github.com/TheEconomist/covid-19-excess-deaths-tracker
Getting Over It,visualisation,article,https://www.datannery.com/post/getting-over-it/
"Strange Attractors: an R experiment about maths, recursivity and creative coding | Coding Club UC3M",visualisation,article,https://codingclubuc3m.rbind.io/post/2019-10-15/
portfolio-example • Simple portfolio example derived from the forty theme,visualisation,package,https://github.com/laderast/portfolio-example
R and Data - When Should we Use Relational Databases?,big-data,article,https://intellixus.com/2018/06/29/r-and-data-when-should-we-use-relational-databases/
Changing the look of your ggplot2 objects • Megan Stodel,visualisation,article,https://www.meganstodel.com/posts/ggplot2-hawks-2/
Extracting NBA lineups stats from play-by-play · NBA in R,spatial,article,https://nbainrstats.netlify.app/post/extracting-nba-lineups-stats-from-play-by-play/
Export WordPress to Hugo Markdown or Org Mode with R,visualisation,article,https://lucidmanager.org/data-science/export-wordpress-to-hugo/
Create a tibble from all combinations of inputs — expand_grid • tidyr,visualisation,article,https://tidyr.tidyverse.org/reference/expand_grid.html
A ggplot2 Tutorial for Beautiful Plotting in R - Cédric Scherer,visualisation,article,https://www.cedricscherer.com/2019/08/05/a-ggplot2-tutorial-for-beautiful-plotting-in-r/
RStudio AI Blog: Time series prediction with FNN-LSTM,models,article,https://blogs.rstudio.com/ai/posts/2020-07-20-fnn-lstm/
Temporal Network Analysis with R | Programming Historian,visualisation,article,https://programminghistorian.org/en/lessons/temporal-network-analysis-with-r
Gerke Lab | Import a Directory of CSV Files at Once Using {purrr} and {readr},visualisation,article,https://www.gerkelab.com/blog/2018/09/import-directory-csv-purrr-readr/
Three reasons why I use data.table • Megan Stodel,publishing,article,https://www.meganstodel.com/posts/data-table/
Transform ggplot2 objects into 3D — plot_gg • rayshader,visualisation,article,https://www.rayshader.com/reference/plot_gg.html
R Package Integration with Modern Reusable C++ Code Using Rcpp - Part 2 · R Views,visualisation,article,https://rviews.rstudio.com/2020/07/14/r-package-integration-with-modern-reusable-c-code-using-rcpp-part-2/
Creating Responsive Elements for an R/Blogdown Web Page,publishing,article,https://h3tech.dev/post/r-markdown-bootstrap-wrapper/
Introduction to AFL Analytics with Useless AFL Stats · Crow Data Science,publishing,article,https://www.crowdatascience.com/2020/07/16/introduction-afl-analytics-data-r/
Circular Visualization in R,visualisation,article,https://jokergoo.github.io/circlize_book/book/
"RStudio AI Blog: sparklyr 1.3: Higher-order Functions, Avro and Custom Serializers",big-data,article,https://blogs.rstudio.com/ai/posts/2020-07-16-sparklyr-1.3.0-released/
AWS-AI-Services-R-Workshop • Workshop material on how to access and use AWS AI Services from R,big-data,package,https://github.com/alex23lemm/AWS-AI-Services-R-Workshop
Rose tinted infix — %00% • invctr,publishing,article,https://fredhasselman.com/invctr/reference/grapes-00-grapes.html
Causality: Bayesian Networks and Probability Distributions - Dilettanting Data Science,statistics,article,https://david-salazar.github.io/2020/07/18/causality-bayesian-networks/
RCT Analyses With Covariate Adjustment | Statistical Thinking,publishing,article,https://www.fharrell.com/post/covadj/
RStudio Education,visualisation,article,https://education.rstudio.com/blog/2020/07/teaching-the-tidyverse-in-2020-part-4-when-to-purrr/
Tychobra,spatial,article,https://www.tychobra.com/posts/2020-05-27-new-dplyr-features/
Designing ggplots,visualisation,article,https://designing-ggplots.netlify.app/
Automate Package and Project Setup • usethis,publishing,article,https://usethis.r-lib.org/
Using R for Immediate Reporting in Evaluation,publishing,article,https://danawanzer.com/using-r-for-immediate-reporting-in-evaluation/
Scraping Web Pages - Part 2,visualisation,article,https://itsalljustelectrons.blogspot.com/2020/07/Scraping-Web-Pages-part-2.html
shinyThings • Reusable Shiny Modules and Other Shiny Things,shiny,package,https://github.com/gadenbuie/shinyThings
A ggplot2 grammar guide,visualisation,article,https://evamaerey.github.io/ggplot2_grammar_guide/ggplot2_grammar_guide.html
Bayesian_Workshop • Material for a Bayesian statistics workshop,statistics,package,https://github.com/oliviergimenez/Bayesian_Workshop
7 Tips to Combine Multiple ggplots Using Patchwork - Python and R Tips,visualisation,article,https://cmdlinetips.com/2020/01/tips-to-combine-multiple-ggplots-using-patchwork/
Tidyverse,visualisation,article,https://www.tidyverse.org/blog/2020/07/broom-0-7-0/
Data cleaning and exploration with data.table • Megan Stodel,visualisation,article,https://www.meganstodel.com/posts/using-data-table/
Analyzing election manifestos: Creating a Shiny app! - Nishank Saini's blog,visualisation,article,https://nishanksaini.netlify.app/2020/07/18/analyzing-election-manifestos-creating-a-shiny-app/
What the fuck is a closure? ・ Dan’s JavaScript Glossary,r-programming,article,https://whatthefuck.is/closure
gistfo • Turn your RStudio untitled tabs into gists. You monsters.,spatial,package,https://github.com/MilesMcBain/gistfo
Data visualisation and hawks with ggplot2 • Megan Stodel,visualisation,article,https://www.meganstodel.com/posts/ggplot2-hawks-1/
Bagging with tidymodels and #TidyTuesday astronaut missions | Julia Silge,models,article,https://juliasilge.com/blog/astronaut-missions-bagging/
A Beginner's Guide to Travis-CI for R | Julia Silge,scraping,article,https://juliasilge.com/blog/beginners-guide-to-travis/
nss • Documented R data package for providing National Student Survey data in tidy format,visualisation,package,https://github.com/jillymackay/nss
Journey through DB Connect installation hell,big-data,article,https://irene.rbind.io/post/db-connect-install/
Custom fonts and plot quality with ggplot on Windows | Will Chase Designs,visualisation,article,https://www.williamrchase.com/post/custom-fonts-and-plot-quality-with-ggplot-on-windows/
Shiny - Help users download data from your app,shiny,article,https://shiny.rstudio.com/articles/download.html
Bienvenida | _main.utf8,publishing,article,https://es.r4ds.hadley.nz/
shrtcts • Make Anything an RStudio Shortcut,visualisation,package,https://github.com/gadenbuie/shrtcts
Skewness | Definition and its Importance in Data Science · Fahim Ahmad Yousufzai,statistics,article,https://fahimahmad.netlify.app/posts/skewness-denifination-and-its-importance-in-data-science/
Reshaping Your Data with tidyr · UC Business Analytics R Programming Guide,publishing,article,https://uc-r.github.io/tidyr
Crime by the Numbers,visualisation,article,https://crimebythenumbers.com/
Getting Started with Modeltime • modeltime,models,article,https://business-science.github.io/modeltime/articles/getting-started-with-modeltime.html
Integrates 'Google Firebase' Authentication Method with 'Shiny' • firebase,publishing,article,https://firebase.john-coene.com/
Looking under the hood with debug() | Eric R. Scott,visualisation,article,https://www.ericrscott.com/post/debug/
Introducing 'frak' - a julia set fractal generator - coolbutuseless,visualisation,article,https://coolbutuseless.github.io/2020/07/16/introducing-frak-a-julia-set-fractal-generator/
Building A Neural Net from Scratch Using R - Part 1 · R Views,models,article,https://rviews.rstudio.com/2020/07/20/shallow-neural-net-from-scratch-using-r-part-1/
actions • GitHub Actions for the R community,visualisation,package,https://github.com/r-lib/actions
stringdist 0.9.6 on CRAN: new features | Mark van der Loo,visualisation,article,http://www.markvanderloo.eu/yaRb/2020/07/16/stringdist-0-9-6-on-cran-new-features/
Chapter 7 xaringan Presentations | R Markdown: The Definitive Guide,publishing,article,https://bookdown.org/yihui/rmarkdown/xaringan.html
tidymodules • An Object-Oriented approach to Shiny modules,visualisation,package,https://github.com/Novartis/tidymodules
A Business Analyst’s Introduction to Business Analytics,visualisation,article,https://www.causact.com/
Getting Started with R Markdown — Guide and Cheatsheet – Dataquest,visualisation,article,https://www.dataquest.io/blog/r-markdown-guide-cheatsheet/
Super Solutions for Shiny Apps #1: Using Session Data - Appsilon | End­ to­ End Data Science Solutions,publishing,article,https://appsilon.com/super-solutions-for-shiny-architecture-1-of-5-using-session-data/
Simple Video Tracking Software • trackR,publishing,article,https://swarm-lab.github.io/trackR/
The Composer of Plots • patchwork,visualisation,article,https://patchwork.data-imaginist.com/
Practice with A/B Testing in R – Journey to Data Scientist,statistics,article,https://journeytodatascientist.blog/2020/07/06/practice-with-a-b-testing-in-r/
Using PRIO-GRID in R | Juan Fernando Tellez,spatial,article,https://juanftellez.com/post/prio-grid/
Collaborating with renv • renv,publishing,article,https://rstudio.github.io/renv/articles/collaborating.html
Fill in missing values with previous or next value — fill • tidyr,visualisation,article,https://tidyr.tidyverse.org/reference/fill.html
Advanced community ecological data analysis using vegan,statistics,article,https://fromthebottomoftheheap.net/slides/advanced-vegan-webinar-2020/advanced-vegan.html
Mortality in Sweden | COVID-19,visualisation,article,https://tommi-s.com/COVID-19/Mortality_in_Sweden/
Search and Retrieve Data from the BC Data Catalogue • bcdata,publishing,article,https://bcgov.github.io/bcdata/
life-chart • 📊 A waffle chart of my life in months.,visualisation,package,https://github.com/isabellabenabaye/life-chart
r2eng • translate R to English,visualisation,package,https://github.com/matt-dray/r2eng
Mercado de trabalho brasileiro pós-pandemia | Regis A. Ely,visualisation,article,http://regisely.com/blog/mercado-de-trabalho-covid/
Mobility flows from cellphone location data,publishing,article,https://www.paulamoraga.com/blog/2020/07/11/2020-07-11-mobility/
Comment modifier l'ordre d'affichage dans un plot ? - DellaData,visualisation,article,https://delladata.fr/ordre-plot-ggplot2/
R Package to Load ECB Reference Rates | ECONinfo,visualisation,article,https://www.econinfo.de/2020/07/08/test/
Computing trends in a climate grid with Tidyverse | Marc Lemus-Canovas,visualisation,article,https://lemuscanovas.github.io/post/20200708/trends/
Episode 10: The Importance of User Experience with John Coene | Shiny Developer Series,shiny,article,https://shinydevseries.com/post/episode-10-coene/
Notas de clase del curso de introducción a Data Science,visualisation,article,https://diegokoz.github.io/intro_ds_bookdown/
Defining uncertainty in the Israeli lottery | Amit Levinson,visualisation,article,https://amitlevinson.com/post/uncertainty-in-the-israeli-lottery/
Air Quality Data Available in openair | David Carslaw,publishing,article,https://davidcarslaw.com/post/air-quality-data-available-in-openair/
Expand broom::tidy() output for categorical parameter estimates | Guy Abel,statistics,article,https://guyabel.com/post/tidycat/
Package for Processing and Analyzing SafeGraph Data • SafeGraphR,publishing,article,https://safegraphinc.github.io/SafeGraphR/
"Text Mining using dplyr, ggplot2, and Other Tidy Tools • tidytext",text-analysis,article,https://juliasilge.github.io/tidytext/
Access Color Names Using a Standardized Nomenclature • simplecolors,visualisation,article,https://rjake.github.io/simplecolors/
ggbetweenstats • ggstatsplot,visualisation,article,https://indrajeetpatil.github.io/ggstatsplot/articles/web_only/ggbetweenstats.html
"Data, Code & Coffee: Opening the black box: Exploring xgboost models with {fastshap} in R",visualisation,article,https://hfshr.netlify.app/posts/2020-06-07-variable-inportance-with-fastshap/
Social activities on GitHub | B101nfo,visualisation,article,https://llrs.dev/2020/06/social-github/
Introduction to multivariate data analysis using vegan,visualisation,article,https://fromthebottomoftheheap.net/slides/intro-vegan-webinar-2020/intro-to-vegan.html
Regression discontinuity model for TV series | Freakonometrics,visualisation,article,https://freakonometrics.hypotheses.org/61131
Free Resources for Learning R Programming for Data Science | JAVED ALI,visualisation,article,https://www.javedali.net/post/r-resources/
"Is catboost the best gradient boosting R package? – Philipp Probst – Statistician, Data Scientist, Football Player, Alpinist",visualisation,article,http://philipppro.github.io/catboost_better_than_the_rest/
15 Tips on Making Better Use of R Markdown,publishing,article,https://slides.yihui.org/2019-dahshu-rmarkdown
Interoperability in July | RStudio Blog,publishing,article,https://blog.rstudio.com/2020/07/07/interoperability-july/
Automated roxygen documentation of R package data - Joseph Stachelek,text-analysis,article,https://jsta.rbind.io/blog/automated-roxygen-documentation-of-r-package-data/
Chapter 8 Bootstrapping and Confidence Intervals | Statistical Inference via Data Science,statistics,article,https://moderndive.com/8-confidence-intervals.html
clientsdb - A docker image with clients comments - Colin Fay,big-data,article,https://colinfay.me/clients-db/
2 Names and values | Advanced R,r-programming,article,https://adv-r.hadley.nz/names-values.html
A Detailed Guide to ggplot colors,visualisation,article,https://michaeltoth.me/a-detailed-guide-to-ggplot-colors.html
Mobile Ready shiny Apps with Standalone Capabilities • shinyMobile,shiny,article,https://rinterface.github.io/shinyMobile/
rOpenSci | A better way to manage your Github personal access tokens,r-programming,article,https://ropensci.org/blog/2020/07/07/github-pat/
Communication between modules and its whims - Rtask,visualisation,article,https://rtask.thinkr.fr/communication-between-modules-and-its-whims/
Time Series Machine Learning • timetk,visualisation,article,https://business-science.github.io/timetk/articles/TK03_Forecasting_Using_Time_Series_Signature.html
RStudio Education,visualisation,article,https://education.rstudio.com/blog/2020/07/teaching-the-tidyverse-in-2020-part-1-getting-started/
zhiiiyang • It is a self-updating personal README showing my latest tweet and reply.,visualisation,package,https://github.com/zhiiiyang/zhiiiyang
"How I Taught Scientific Blogging with R Markdown, Online · Maëlle's R Blog",publishing,article,https://masalmon.eu/2020/07/08/rmd-blogging-course/
Hierarchical generalized additive models in ecology: an introduction with mgcv [PeerJ],visualisation,article,https://peerj.com/articles/6876/?td=tw
Comparing Variable Importance Functions (For Modeling) | Tony ElHabr,models,article,https://tonyelhabr.rbind.io/post/variable-importance-compare/
future and future.apply - Some Recent Improvements,publishing,article,https://www.jottr.org/2020/07/11/future-future.apply-recent-improvements/
Speaking R,visualisation,article,https://www.amelia.mn/SpeakingR/
bookclub-Advanced_R • GitHub • r4ds/bookclub-Advanced_R,visualisation,package,https://github.com/r4ds/bookclub-Advanced_R
"Ugly code is buggy code « Statistical Modeling, Causal Inference, and Social Science",models,article,https://statmodeling.stat.columbia.edu/2020/07/08/ugly-code-is-buggy-code/
"comparing two data frames: one #rstats, many ways! | Sharla Gelfand",publishing,article,https://sharla.party/post/comparing-two-dfs/
R's Demise is Highly Overblown,visualisation,article,https://www.alfredogmarquez.com/2019/12/29/r-s-demise-higly-overblown/
Computational Reproducibility: from theory to practice,visualisation,article,https://annakrystalli.me/talks/user2020.html
Powering rRofex with Shiny • rRofex,shiny,article,https://matbarofex.github.io/rRofex/articles/shiny-and-rrofex.html
Controlling legend appearance in ggplot2 with override.aes,visualisation,article,https://aosmith.rbind.io/2020/07/09/ggplot2-override-aes/
leafem • leaflet extensions for mapview,spatial,package,https://github.com/r-spatial/leafem
RStudio 1.2 Preview: Jobs | RStudio Blog,shiny,article,https://blog.rstudio.com/2019/03/14/rstudio-1-2-jobs/
A Tutorial on People Analytics Using R – Clustering | AIHR Analytics,visualisation,article,https://www.analyticsinhr.com/blog/people-analytics-r-clustering/amp/
ggecho - an experimental ggplot stat for blurring elements - coolbutuseless,visualisation,article,https://coolbutuseless.github.io/2019/03/22/ggecho-an-experimental-ggplot-stat-for-blurring-elements/
plotmm • Tidy Tools for Visualizing Mixture Models,visualisation,package,https://github.com/pdwaggoner/plotmm
A Feature Preprocessing Workflow – Artful Analytics – by Seth Dobson,models,article,https://seth-dobson.github.io/a-feature-preprocessing-workflow/
"Introducing 'miranda' - a package of fast, modern, uniform pseudo-random number generators - coolbutuseless",publishing,article,https://coolbutuseless.github.io/2020/07/09/introducing-miranda-a-package-of-fast-modern-uniform-pseudo-random-number-generators/
Comparison with R / R libraries — pandas 1.2.3 documentation,text-analysis,article,https://pandas.pydata.org/docs/getting_started/comparison/comparison_with_r.html
Adding lineups to NBA play-by-play data · NBA in R,publishing,article,https://nbainrstats.netlify.app/post/adding-lineups-to-nba-play-by-play-data/
From R Hub – Counting and Visualizing CRAN Downloads with packageRank (with Caveats!) - R Consortium,visualisation,article,https://www.r-consortium.org/blog/2020/06/17/from-r-hub-counting-and-visualizing-cran-downloads-with-packagerank-with-caveats
Tools for Manipulating Cycling Data • cyclingtools,visualisation,article,https://fmmattioni.github.io/cyclingtools/
Bootstrapping multiple imputation using multiple cores/processors in R – The Stats Geek,statistics,article,https://thestatsgeek.com/2020/07/10/bootstrapping-multiple-imputation-using-multiple-cores-processors-in-r/
COVID-19 Data • covdata,publishing,article,https://kjhealy.github.io/covdata/index.html
Deploy your bookdown project to Netlify with Github Actions | Emil Hvitfeldt,publishing,article,https://www.hvitfeldt.me/blog/bookdown-netlify-github-actions/
Derivatives of a Gaussian Process | Herb Susmann,visualisation,article,http://herbsusmann.com/2020/07/06/gaussian-process-derivatives/
The PRIMM method for teaching coding,visualisation,article,https://georgejmount.com/primm-teaching-coding/
useR2020-automl • useR! 2020 keynote presentation & code,visualisation,package,https://github.com/ledell/useR2020-automl
Across (dplyr 1.0.0): applying dplyr functions simultaneously across multiple columns,statistics,article,http://www.rebeccabarter.com/blog/2020-07-09-across/
"tidylog • Tidylog provides feedback about dplyr and tidyr operations. It provides wrapper functions for the most common functions, such as filter, mutate, select, and group_by, and provides detailed output for joins.",visualisation,package,https://github.com/elbersb/tidylog
"rladies-tunisia-july2020-intro-shiny • Intro Shiny workshop given at R-Ladies Tunisia online meetup, July 4 2020",shiny,package,https://github.com/klmedeiros/rladies-tunisia-july2020-intro-shiny
A warning about warning() - Reside-IC,visualisation,article,https://reside-ic.github.io/blog/a-warning-about-warning/
